1,1,1,1,2,2,3,3,3,3,5,5,5,5,5
1,1,1,1,2,2,3,3,4,4,4,5,5,5,5
1,1,1,1,2,2,3,3,4,4,4,5,5,5,5
1,1,1,1,2,2,3,3,4,4,4,5,5,5,5
1,1,1,1,2,2,3,3,3,3,4,4,10,10,10
6,6,6,6,6,7,7,8,8,9,4,4,10,10,10
6,6,6,6,6,7,7,8,8,9,9,9,10,10,11
6,6,6,6,6,7,7,8,8,8,8,10,10,10,11
6,6,6,7,7,7,7,8,8,8,8,10,10,10,11
13,13,13,7,7,7,7,8,8,12,12,12,11,11,11
13,13,13,13,14,14,14,15,15,16,16,11,11,11,11
13,13,13,13,14,14,14,15,15,16,16,16,16,17,17
13,13,13,13,13,14,14,15,15,15,15,16,16,17,17
13,13,13,13,13,14,14,15,15,15,15,16,16,17,17
13,13,13,13,13,14,14,15,15,15,15,16,16,17,17
