1,1,1,1,1,1,2,2,3,3,3,3,3,3,3
1,1,1,1,1,1,2,2,3,3,3,3,3,3,3
1,1,1,1,1,1,2,2,3,3,3,3,3,3,3
1,1,1,1,1,1,2,2,2,2,3,3,3,3,3
1,1,1,1,1,1,2,2,2,7,3,3,3,3,3
1,1,1,1,6,6,6,6,6,7,3,3,3,3,3
4,4,4,4,4,5,5,6,6,7,7,7,10,10,10
4,4,4,4,5,5,5,6,9,9,9,10,10,10,10
4,4,4,4,5,5,5,6,9,11,11,11,11,11,11
12,12,12,12,12,5,5,6,9,11,11,11,11,11,11
12,12,12,13,13,13,14,14,14,11,11,8,8,8,8
12,13,13,13,13,13,14,14,14,11,11,8,8,8,8
12,13,13,13,13,13,14,14,14,11,11,8,8,8,8
12,13,13,13,13,13,14,14,14,11,11,11,8,8,8
12,13,13,13,13,13,14,14,14,11,11,11,8,8,8
