1,1,1,1,1,2,2,2,2,2,3,3,3,3,3
1,1,1,1,1,2,2,2,2,2,3,3,3,3,3
1,1,1,1,1,2,2,2,2,2,3,3,3,3,3
1,1,1,1,1,2,2,2,2,2,3,3,3,3,3
1,1,1,1,1,4,4,4,4,4,4,3,3,3,3
1,1,1,1,1,4,4,4,13,13,13,3,3,3,3
5,5,5,5,6,6,6,6,13,13,13,3,3,3,3
5,5,5,5,7,7,7,6,13,10,10,11,11,11,11
5,5,5,5,7,7,7,6,13,10,10,11,11,11,11
5,5,5,5,8,8,8,8,9,9,9,11,11,11,11
12,12,12,12,12,8,8,8,9,9,9,11,11,11,11
12,12,12,12,12,8,8,8,9,9,9,11,11,11,11
12,12,12,12,12,8,8,8,9,9,9,11,11,11,11
12,12,12,12,12,8,8,8,9,9,9,11,11,11,11
12,12,12,12,12,8,8,8,9,9,9,11,11,11,11
