1,1,2,18,18,18,18,18,31,37,37,37,50,49,49
2,2,2,15,22,18,23,31,31,31,38,37,50,49,48
3,4,15,15,22,22,23,24,31,38,38,38,50,49,48
4,4,4,15,23,23,23,24,24,34,38,50,50,50,48
5,5,5,15,24,24,24,24,34,34,34,51,51,47,47
6,5,7,19,19,19,19,19,35,35,35,35,51,47,46
7,7,7,20,20,19,25,19,35,39,39,35,51,51,46
8,8,7,20,25,25,25,25,36,39,52,52,52,46,46
9,8,8,16,25,26,26,25,36,36,32,52,53,45,45
9,9,16,16,26,26,26,32,32,32,32,53,53,53,45
10,10,17,21,27,27,29,29,29,32,54,54,54,54,44
11,12,17,21,21,27,29,33,33,40,54,55,55,54,43
12,12,17,17,21,27,29,29,29,40,40,55,56,56,43
13,13,14,17,21,28,28,28,28,41,40,56,56,42,42
14,14,14,17,28,28,30,30,28,41,41,41,41,41,42
