1,1,1,1,1,6,6,7,7,7,9,9,9,10,10
2,3,3,6,6,6,6,7,7,8,9,9,9,10,10
2,3,3,6,6,6,6,7,7,8,8,8,11,11,10
2,3,3,3,6,6,6,7,7,8,8,11,11,11,10
2,3,3,3,3,6,6,7,7,8,11,11,11,11,11
4,4,5,5,5,5,12,12,12,13,14,15,15,15,15
4,4,5,5,5,5,12,13,13,13,14,15,15,15,15
4,4,4,4,4,5,12,13,14,14,14,15,15,15,15
4,4,4,4,4,5,12,21,21,21,14,14,14,14,14
4,5,5,5,5,5,12,16,21,21,14,14,14,14,14
17,17,17,17,5,16,16,16,19,20,20,20,20,20,22
17,17,17,17,18,18,16,16,19,19,20,20,20,20,22
23,17,17,17,18,18,18,16,19,19,19,20,20,20,22
23,17,17,17,18,18,18,16,19,19,19,20,20,20,22
23,23,23,17,18,18,18,18,19,19,19,22,22,22,22
