1,1,1,1,2,2,3,3,3,3,4,5,5,5,5
1,1,1,1,2,2,3,3,3,3,4,5,5,5,5
1,1,1,1,2,2,2,2,3,4,4,5,5,5,5
1,1,1,1,2,2,2,2,3,4,4,5,5,5,5
6,6,6,6,7,7,7,8,8,4,4,13,13,13,13
6,6,6,6,7,9,9,12,8,8,4,13,13,13,13
14,14,6,6,9,9,10,12,8,8,15,15,15,15,15
14,14,6,6,11,11,10,12,12,12,15,15,15,15,15
14,14,14,14,11,10,10,12,18,18,15,16,16,16,16
14,14,14,14,11,10,10,12,18,18,15,16,16,16,16
22,22,22,22,17,17,18,18,18,18,20,21,21,21,21
22,22,22,22,17,17,19,19,19,19,20,21,21,21,21
22,22,22,22,17,17,19,19,19,19,20,21,21,21,21
22,22,22,22,17,17,17,17,19,19,20,21,21,21,21
22,22,22,22,17,17,17,17,19,19,20,21,21,21,21
